0,gold formula
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( eventually[9,18] ( always ( ( always[18,23] ( ( eventually[10,inf] ( x_0 <= -1.3394 ) and always ( x_1 <= -0.0661 ) ) ) and not ( not ( ( x_1 >= -2.4604 and x_1 <= -0.0718 ) ) ) ) ) ) until[1,inf] ( not ( not ( not ( ( ( x_2 >= 0.1866 and x_1 >= -0.9118 ) or always[25,30] ( x_2 <= 0.6965 ) ) ) ) ) or ( eventually ( not ( not ( not ( x_0 >= 0.9073 ) ) ) ) and not ( always ( always[19,inf] ( not ( x_2 <= 0.5703 ) ) ) ) ) ) )"
x_[[x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"eventually[8,14] ( ( not ( ( always[15,23] ( ( not ( x_2 >= -0.524 ) until[7,21] ( x_1 <= -1.2546 until[11,29] x_2 <= 0.422 ) ) ) and always[31,33] ( ( eventually[27,33] ( x_1 >= -0.4715 ) and eventually[11,24] ( x_2 >= 0.597 ) ) ) ) ) and ( always[1,3] ( ( eventually[10,inf] ( ( x_2 >= 0.1407 until[23,27] x_0 >= 1.6391 ) ) or ( ( x_2 >= -0.6376 or x_1 <= -0.7375 ) or ( x_2 >= 0.1098 or x_0 <= -1.6572 ) ) ) ) or ( ( always[23,26] ( eventually[14,36] ( x_2 <= 1.0288 ) ) and always[3,inf] ( not ( x_2 >= -1.5862 ) ) ) or always[27,33] ( eventually[22,26] ( ( x_2 <= 0.0848 or x_0 >= 0.6949 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[7,inf] ( ( always[2,16] ( eventually ( ( not ( not ( x_0 <= 0.0483 ) ) and eventually[3,33] ( always[10,27] ( x_0 <= -1.7394 ) ) ) ) ) until[2,10] not ( not ( always[9,inf] ( ( ( x_1 >= 1.0932 and x_1 >= 0.3841 ) and not ( x_1 >= 0.2079 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( always[4,8] ( always[14,19] ( ( always[0,7] ( ( ( x_0 >= -0.8931 until[21,36] x_0 >= 0.7165 ) and ( x_0 <= -0.5406 until[14,28] x_0 >= 0.0888 ) ) ) and not ( not ( always[31,35] ( x_0 >= 0.8732 ) ) ) ) ) ) and always[17,36] ( not ( not ( ( ( eventually[13,28] ( x_0 >= 0.0705 ) until[10,inf] ( x_1 >= 0.4021 and x_0 >= -1.3249 ) ) or ( eventually[3,20] ( x_2 <= 0.5602 ) or ( x_2 <= 0.03 until[33,35] x_1 >= -1.1122 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"not ( not ( ( not ( always[27,inf] ( ( ( x_0 <= -0.2083 and x_0 <= 0.6179 ) and ( x_0 <= -1.9189 and x_2 >= 1.8938 ) ) ) ) until ( not ( ( always[10,inf] ( x_0 <= -1.0238 ) until ( x_2 >= 0.256 or x_0 <= -1.1429 ) ) ) until[1,8] ( ( ( x_1 <= 1.3484 or x_1 >= -1.8439 ) and always ( x_0 <= -0.3592 ) ) and always[15,inf] ( always[3,inf] ( x_1 <= 0.5371 ) ) ) ) ) ) )"
"always[12,18] x_1 >= x_1.1111 ) )","not ( not ( not ( ( not ( eventually[1,16] ( ( x_2 <= -1.1257 or x_2 >= 1.7153 ) ) ) until[8,23] ( always[22,28] ( eventually[4,inf] ( x_0 >= 1.4873 ) ) or not ( ( x_0 >= -0.5544 and x_0 >= -0.427 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[2,inf] ( ( always[18,24] ( not ( always[9,11] ( not ( ( x_1 >= 1.2322 and x_0 <= 1.0182 ) ) ) ) ) until[22,33] not ( eventually[16,inf] ( not ( not ( ( x_2 <= 2.2816 or x_0 >= 1.3714 ) ) ) ) ) ) )"
x_[[[[[  x_1 1 x_1 1 1 1 x_1 1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_1 x_1 x_1 x_1 x_x_1 x_x_1 x_1 x_x_x_x_1 x_x_x_1 x_x_1 x_ x_x_x_x_1 x_ x_ x_ x_                 x_[[[1 x_1 x_1 x_1 x_x_x_x_1 x_x_x_x_x_1 x_1 x_1 x_1 x_x_x_x_x_x_x_x_1 x_1 x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_1 x_1                             x_x_x_x_x_x_x_1 x_1 x_x_x_x_x_1 x_ x_ x_ x_                  x_ x_x_x_x_x_x_x_x_x_x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_                      x_ x_x_x_x_x_x_x_x_x_x_x_x_x_1 x_1 x_ x_ x_ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                           x_[[[ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_1 x_1 x_1 x_x,"always[8,29] ( always[23,31] ( ( ( ( ( eventually[32,35] ( x_2 >= 0.5398 ) or ( x_2 <= -0.4421 and x_2 <= 0.3424 ) ) and ( always ( x_2 <= -0.1678 ) and ( x_0 >= -0.0705 and x_1 >= 0.6398 ) ) ) or ( eventually[2,32] ( ( x_1 >= -1.8003 and x_0 <= 0.7528 ) ) or ( not ( x_1 >= 1.8161 ) and ( x_2 >= -0.7126 or x_1 <= -1.7995 ) ) ) ) or always[19,31] ( ( not ( ( x_1 <= 0.5801 and x_1 <= 0.2769 ) ) and not ( eventually ( x_1 <= 0.0518 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually[2,8] ( eventually[2,9] ( ( always[15,21] ( ( ( eventually[9,31] ( x_0 <= 0.9192 ) and always ( x_0 >= 2.4414 ) ) or always[32,35] ( not ( x_2 >= -0.8163 ) ) ) ) and ( always[10,19] ( always[3,25] ( not ( x_1 <= -1.178 ) ) ) or not ( ( ( x_2 <= 0.4218 or x_2 <= 0.8386 ) until[20,29] eventually[20,30] ( x_2 >= -0.3409 ) ) ) ) ) ) )"
x_[[[[[[[[[[[[[[11 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_[[[[[[[[[[[[        [[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"eventually ( ( always[6,15] ( not ( ( always[2,22] ( ( x_1 >= -0.4602 and x_0 <= -1.4203 ) ) or eventually[6,23] ( ( x_0 >= 1.0129 until[12,19] x_1 <= -0.7978 ) ) ) ) ) and always[2,23] ( not ( eventually[5,24] ( ( ( x_1 <= 0.6776 or x_2 >= 0.6837 ) and always[22,29] ( x_0 >= 0.7505 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually ( eventually[18,26] ( ( ( ( always[3,26] ( ( x_0 >= -0.1634 and x_0 >= 0.6986 ) ) until not ( ( x_2 >= -0.333 until[0,inf] x_2 <= 0.6998 ) ) ) and not ( not ( eventually ( x_1 <= 2.1654 ) ) ) ) until[7,9] always[11,23] ( ( eventually[15,inf] ( not ( x_1 >= 1.8232 ) ) and not ( not ( x_2 <= 0.2278 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always ( always[18,inf] ( ( not ( ( always[16,22] ( always[5,25] ( x_1 >= -1.2617 ) ) and eventually[21,36] ( ( x_1 >= -0.1805 or x_0 <= 0.1699 ) ) ) ) and not ( not ( not ( eventually[19,24] ( x_0 <= -0.4115 ) ) ) ) ) ) )"
x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_x_1 x_x_x_x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_[[[[[[[[[[[           x_[[[[[[[[[[[[[x_x_x_x_x_1 x_x_x_x_x_1 x_x_x_x_x_x_x_x_x_1 x_x_x_x_x_1 x_x_x_x_1 x_1 x_x_x_x_x_x_x_x_1 x_1 x_x_x_x_x_x_1 x_x_x_x_x_x_x_1 x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_1 x_1                         x_x_x_x_x_1 x_x_x_x_1 x_x_x_x_x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                          x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_ x_              x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"( not ( not ( not ( ( eventually[3,12] ( always ( x_2 >= -0.7398 ) ) and ( always[15,18] ( x_2 >= 1.4026 ) or ( x_0 >= -0.3442 and x_2 >= -0.4842 ) ) ) ) ) ) until[8,inf] not ( eventually[18,25] ( not ( ( ( ( x_0 <= -2.2202 and x_2 <= -0.8634 ) or eventually[22,27] ( x_0 <= 0.6753 ) ) or ( not ( x_2 <= -1.4956 ) and not ( x_0 <= -0.9743 ) ) ) ) ) ) )"
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1111111 1 1 1 1 1 1 1 1 1 1 1 1 1 111111111 111 1 1 1 1 111111111111 1 1 1 11111 1 1 1 1 1111111111,"always[11,32] ( not ( eventually ( ( ( always[7,10] ( not ( x_0 >= -0.1013 ) ) or always[34,inf] ( not ( x_0 <= 0.6771 ) ) ) and ( eventually[19,34] ( always[6,inf] ( x_0 <= -0.2306 ) ) or ( ( x_2 >= -0.1645 and x_2 >= -0.0614 ) until[26,inf] ( x_2 >= -2.0835 or x_1 >= 0.0536 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always ( ( not ( ( not ( eventually ( ( x_1 >= -0.6163 and x_2 >= -0.8805 ) ) ) and always[4,23] ( always[3,8] ( not ( x_0 <= -1.1013 ) ) ) ) ) until[11,26] ( not ( ( eventually[18,inf] ( ( x_0 >= -1.1916 or x_2 >= -0.0371 ) ) or ( ( x_2 >= 0.7315 or x_0 >= -1.0522 ) until[9,inf] ( x_1 <= -0.5051 and x_2 >= -0.2473 ) ) ) ) and eventually[1,32] ( ( ( ( x_1 <= 1.1144 or x_2 <= 0.8631 ) or ( x_0 <= 1.4162 and x_0 <= -1.2437 ) ) until ( not ( x_0 <= -0.9111 ) and ( x_1 <= -0.1256 or x_1 <= -0.128 ) ) ) ) ) ) )"
x_[[[[[[[[[1 x_1 1 x_1 1 1 1 1 1 x_1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_x_x_x_x_x_x_x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                           x_[[[[[[x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"not ( ( not ( not ( not ( ( ( x_0 <= 1.3666 and x_1 >= -1.2229 ) or always ( x_2 <= 0.1196 ) ) ) ) ) until[7,21] not ( ( ( ( always[27,29] ( x_1 >= 1.8041 ) until[7,23] eventually[23,27] ( x_2 <= -1.4796 ) ) or eventually[10,32] ( ( x_2 >= 0.8449 until x_1 <= -0.7492 ) ) ) or ( always[7,26] ( ( x_2 <= -1.3007 or x_0 <= 0.5752 ) ) or ( ( x_0 >= -1.9933 and x_0 <= -0.8858 ) until[14,19] eventually[18,24] ( x_0 <= 0.8988 ) ) ) ) ) ) )"
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,"not ( ( eventually[29,36] ( not ( always[4,19] ( ( ( x_2 >= 0.8798 until x_2 <= -0.1112 ) and ( x_1 <= -0.5755 until[14,inf] x_0 >= 0.6134 ) ) ) ) ) and ( not ( ( ( ( x_0 >= 1.4255 or x_1 >= 0.2641 ) or always[27,31] ( x_2 >= -0.228 ) ) and ( ( x_1 <= 0.7838 or x_2 >= -0.5834 ) and not ( x_0 <= 0.6234 ) ) ) ) until[0,4] eventually[18,22] ( not ( ( eventually[22,35] ( x_1 <= -0.1692 ) and not ( x_1 >= 0.8115 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( ( always[8,32] ( eventually[0,19] ( not ( not ( x_2 >= 1.8509 ) ) ) ) or ( always[23,34] ( ( ( x_2 >= -1.8909 or x_0 <= 1.0452 ) and ( x_2 <= 0.4265 and x_0 >= -0.7169 ) ) ) or not ( ( ( x_2 >= -0.3255 until[7,10] x_1 >= -0.0933 ) or always[1,3] ( x_1 >= -0.8195 ) ) ) ) ) ) until[6,inf] eventually[7,inf] ( ( not ( ( not ( ( x_1 <= -0.7075 and x_0 >= -0.0012 ) ) until[9,13] ( ( x_1 <= -0.6018 and x_0 >= -0.8347 ) or always[16,20] ( x_2 <= -0.2603 ) ) ) ) or always ( always[26,36] ( not ( ( x_2 <= 0.0864 until x_1 >= -1.0899 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[19,31] ( not ( ( ( ( not ( ( x_2 >= -0.067 until[33,36] x_0 <= 1.9383 ) ) or ( ( x_1 >= -0.8137 and x_0 >= 0.6275 ) and ( x_1 <= 0.5769 until[0,14] x_2 <= -0.2 ) ) ) and ( always[1,20] ( ( x_1 <= -0.6275 and x_0 <= -0.2553 ) ) or ( ( x_2 <= 0.5778 and x_1 >= 0.1184 ) until[11,16] eventually ( x_0 >= -1.2106 ) ) ) ) or ( ( not ( ( x_0 >= -0.8421 and x_0 <= -1.3411 ) ) or ( ( x_2 <= 0.7643 or x_2 >= 0.7831 ) and ( x_2 <= 1.1483 and x_1 >= 0.7878 ) ) ) or ( not ( always[7,11] ( x_0 <= 0.0943 ) ) and eventually[24,32] ( not ( x_0 >= 1.8442 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( always[8,inf] ( eventually[27,34] ( always[16,21] ( not ( ( ( x_1 <= 0.5176 or x_0 <= 0.5039 ) and ( x_2 >= 0.367 or x_1 <= 0.978 ) ) ) ) ) ) until[24,inf] always ( always ( ( not ( not ( not ( x_2 <= 1.3405 ) ) ) or not ( ( not ( x_1 >= 0.8709 ) or always ( x_2 <= -0.2357 ) ) ) ) ) ) )"
x_.[[[[[  x_1 x_1 1 1 1 1 x_1 1 1 1 x_1 x_1 1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1                     x_[[[1 x_1 x_1                                                                                                                                                                                                                                                                                                                                                                                                                   ,"not ( ( always[19,21] ( ( eventually[34,36] ( not ( eventually[19,32] ( x_2 <= 1.5053 ) ) ) or eventually[8,31] ( ( eventually[26,inf] ( x_0 <= 1.0911 ) and ( x_2 >= -0.4143 and x_1 >= 0.3793 ) ) ) ) ) or ( always[17,26] ( eventually[17,inf] ( always[28,inf] ( ( x_0 <= 1.2128 until[16,30] x_2 <= -0.4747 ) ) ) ) and ( ( ( eventually ( x_1 >= -0.5399 ) and ( x_1 >= -0.0471 until[25,35] x_2 <= -0.5167 ) ) until[15,inf] eventually[7,inf] ( ( x_2 >= -0.5891 and x_2 >= 0.2416 ) ) ) and not ( ( ( x_2 >= -0.5679 or x_1 >= 0.9421 ) or ( x_1 <= -1.3742 and x_1 >= -0.4031 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually[3,34] ( ( always ( not ( always[4,16] ( ( ( x_1 >= 0.6974 or x_2 >= 0.0189 ) or ( x_2 >= -0.0994 until x_0 <= 0.3593 ) ) ) ) ) until eventually[0,2] ( ( eventually[10,36] ( ( not ( x_1 <= 1.3855 ) until eventually[15,inf] ( x_0 >= 0.3245 ) ) ) and ( not ( always[21,inf] ( x_0 >= 0.1537 ) ) until ( not ( x_0 <= -0.6459 ) and ( x_1 <= 0.5346 until[16,22] x_0 <= 1.1082 ) ) ) ) ) ) )"
